province,name_of_institution,dli_number,city,campuses,offers_pgwp_programs,PGWP_Tag,extraction_date
British Columbia,Vancouver Premier College of Business and Management Ltd,O143533237562,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,CodeCore,O116475837179,New Westminster,,No,No,2023-04-26 22:29:09.112874
British Columbia,DEA Canadian College,O143703092532,North Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Collège Éducacentre,O19832975987,"Prince George, Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,College of New Caledonia,O19360977332,"Burns Lake, Fort St. James, Fraser Lake, Mackenzie, Prince George, Quesnel, Vanderhoof, Valemount",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,College of the Rockies,O19377233362,"Cranbrook, Creston, Fernie, Golden, Invermere, Kimberley",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Columbia Bible College,O19394940898,Abbotsford,,No,No,2023-04-26 22:29:09.112874
British Columbia,Columbia College,O19279591302,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Coquitlam College,O19244321962,Coquitlam,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Cornerstone International Community College of Canada,O19274576342,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Corpus Christi College,O19280180922,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Create Career College,O19275297052,"Burnaby, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,Keystone College Ltd.,O130389245177,"Courtenay, Surrey",,No,No,2023-04-26 22:29:09.112874
British Columbia,Discovery Community College,O19351714242,"Campbell River, Courtenay, Maple Ridge, Nanaimo, Parksville, Surrey",,No,No,2023-04-26 22:29:09.112874
British Columbia,Dominion Herbal College,O19330170302,Burnaby,,No,No,2023-04-26 22:29:09.112874
British Columbia,Douglas College,O19360973702,"Coquitlam, New Westminster, Surrey",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Drake Medox College,O19394940944,"Surrey, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,DiveSafe International,O261679968772,Campbell River,,No,No,2023-04-26 22:29:09.112874
British Columbia,EC Vancouver,O19280217882,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,EF International Language Campus,O19314246102,"Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,Bayswater Vancouver,O19360978002,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Royal Metro College,O19361238482,Coquitlam,,No,No,2023-04-26 22:29:09.112874
British Columbia,Emily Carr University of Art and Design,O19361259712,Vancouver,,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Fraser Coastal International College,O143477803312,Richmond,,No,No,2023-04-26 22:29:09.112874
British Columbia,Eton College,O19330008162,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,OIEG Oxford International Education Group,O19275179522,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Excel Career College,O19394940966,Courtenay,,No,No,2023-04-26 22:29:09.112874
British Columbia,Fairleigh Dickinson University (Vancouver),O19227134842,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,First College,O256618792847,"Kelowna, West Kelowna",,No,No,2023-04-26 22:29:09.112874
British Columbia,Focus College,O19330446102,"Kelowna, Surrey",,No,No,2023-04-26 22:29:09.112874
British Columbia,Franklin English Language College,O19396094599,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Fraser International College,O19239078442,Burnaby,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,GEOS Languages Plus,O19361015442,"Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,Gastown Business College,O19238785512,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Gateway College,O19279807782,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Global College,O19347491712,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Global Village Victoria,O19319050762,Victoria,,No,No,2023-04-26 22:29:09.112874
British Columbia,Goh Ballet Academy,O110656686527,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Granville College,O116736261697,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Greystone College of Business and Technology,O19352522932,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Hanson College,O19618862812,"New Westminster, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,Heli-College Canada Training Inc.,O19279689162,Langley,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Heritage Community College,O132232057367,Surrey,,No,No,2023-04-26 22:29:09.112874
British Columbia,IH Career College,O19395639240,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,ILAC International College,O110957942277,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,ILSC Vancouver,O19275396842,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,ISS Language and Career College of BC,O19279658882,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,In Focus Film School,O19395639663,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Insignia College,O137690849762,"Delta, Surrey",,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Institute of Technology Development of Canada (ITD),O19279542632,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Interior Academy,O19395639387,Kamloops,,No,No,2023-04-26 22:29:09.112874
British Columbia,Tzu Chi International College of Traditional Chinese Medicine (TCICTCM),O19394941076,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,International Flight Centre Inc.,O19395639399,Delta,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,International House Vancouver,O19279619012,"Vancouver, Whistler",,No,No,2023-04-26 22:29:09.112874
British Columbia,International Language Academy of Canada (ILAC),O19283901032,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Island Coastal Aviation Inc.,O110265135107,Pitt Meadows,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,JCI Institute,O19283904182,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Justice Institute of British Columbia,O19394941140,"Chilliwack, Kelowna, Maple Ridge, New Westminster, Victoria",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Kaplan International Languages,O19394941182,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Kelowna College of Professional Counselling,O124191974237,Kelowna,,No,No,2023-04-26 22:29:09.112874
British Columbia,Kootenay Columbia College of Integrative Health Sciences,O19256958102,Nelson,,No,No,2023-04-26 22:29:09.112874
British Columbia,Kosmetae Academy,O19283913752,Abbotsford,,No,No,2023-04-26 22:29:09.112874
British Columbia,Kutenai Art Therapy Institute,O19395639473,Nelson,,No,No,2023-04-26 22:29:09.112874
British Columbia,Kwantlen Polytechnic University,O19350676872,"Cloverdale, Langley, Richmond,Surrey",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,LaSalle College Vancouver,O19275426742,"Kamloops, Vancouver, Victoria",,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Langara College,O19319074622,Vancouver,,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Langley Flying School,O19395299244,Langley,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Language Studies International (LSI),O19283928542,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Legends Academy,O122551197237,Abbotsford,,No,No,2023-04-26 22:29:09.112874
British Columbia,Lighthouse Labs,O110684673337,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Lost Boys Studios - School of Visual Effects,O19274961822,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Madlab School of Fitness,O19375649052,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,M.C. College,O263573449582,Kelowna,,No,No,2023-04-26 22:29:09.112874
British Columbia,Mennonite Brethren Biblical Seminary,O19395299306,Langley,,No,No,2023-04-26 22:29:09.112874
British Columbia,Metropolitan Community College,O19329963492,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Montair,O113462258677,Pitt Meadows,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Montessori Training Centre of British Columbia,O19301054682,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Mountain Transport Institute Ltd. Castlegar,O19395299350,Castlegar,,No,No,2023-04-26 22:29:09.112874
British Columbia,New Image College,O19274696442,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,New Link College,O19280343742,"Burnaby, Richmond",,No,No,2023-04-26 22:29:09.112874
British Columbia,New York Institute of Technology,O19280365272,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Nicola Valley Institute of Technology,O19395299432,"Burnaby, Merritt",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,North Island College,O19301182602,"Campbell River, Courtenay/Comox Valley, Port Alberni, Port Hardy, Ucluelet",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Northeastern University,O142031583162,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Northern Lights College,O19395299444,"Chetwynd, Dawson Creek, Fort Nelson, Fort St John, Tumbler Ridge",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Northwest Baptist Seminary,O19330361712,Langley,,No,No,2023-04-26 22:29:09.112874
British Columbia,Coast Mountain College,O110095977911,"Hazelton, Houston, Kitimat, Prince Rupert, Masset (Haida Gwaii), Queen Charlotte, Smithers, Terrace",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Northwest Culinary Academy of Vancouver,O19395299466,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,OHC Vancouver,O19394452186,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Okanagan College,O19395299488,"Kelowna, Oliver, Penticton, Revelstoke, Salmon Arm, Summerland, Vernon",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Okanagan Mountain Helicopters FTU Ltd.,O138327915822,Kelowna,,Yes (Details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Okanagan Valley College of Massage Therapy Ltd.,O247767381127,Vernon,,No,No,2023-04-26 22:29:09.112874
British Columbia,Omni College,O19347439002,Richmond,,No,No,2023-04-26 22:29:09.112874
British Columbia,Orca Institute,O19394451545,"New Westminster, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,Oscar International College,O138917878102,"Abbotsford, Surrey, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,Oshio College of Acupuncture and Herbology,O19329994642,Victoria,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific DanceArts,O19395639631,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Design Academy,O19394451567,Victoria,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Flying Club,O19274466542,Delta,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Pacific Institute of Culinary Arts,O19238828022,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Life Bible College,O19394451600,Surrey,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Link College,O19394451662,"Burnaby, Surrey",,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Rim College,O19304067532,Victoria,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pacific Rim Aviation Academy Inc.,O116542595727,Pitt Meadows,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Pacific Rim Early Childhood Institute Inc.,O19394451698,Saanichton,,No,No,2023-04-26 22:29:09.112874
British Columbia,Pearson College UWC,O19395639737,Victoria,,No,No,2023-04-26 22:29:09.112874
British Columbia,Barclay College,O262347512072,Burnaby,,No,No,2023-04-26 22:29:09.112874
British Columbia,Vancouver Premier College of Arts and Science,O19274398652,Burnaby,,No,No,2023-04-26 22:29:09.112874
British Columbia,Principal Air,O246621852107,Abbotsford,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Professional Flight Centre,O19238920192,Delta,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Q College,O125645169227,"Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,Quantum College,O19395639759,Richmond,,No,No,2023-04-26 22:29:09.112874
British Columbia,Quest University Canada,O19377267862,Squamish,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Regent College,O19283912352,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Rhodes Wellness College Ltd.,O19273650972,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Royal Bridge College,O142488561162,Coquitlam,,No,No,2023-04-26 22:29:09.112874
British Columbia,Royal Roads University,O19330635812,Victoria,,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,SAE Institute,O19330716802,North Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,SELC College,O19395639791,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,SELC Language College,O19330751052,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,All Body Laser Corp. Training Institute,O19394940220,Port Coquitlam,,No,No,2023-04-26 22:29:09.112874
British Columbia,Sea Land Air Flight Centre,O19394452152,"Delta, Richmond",,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Selkirk College,O19360990072,"Castlegar, Grand Forks, Kaslo Centre, Nakusp, Nelson, Trail",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Seminary of Christ the King,O19329910782,Mission,,No,No,2023-04-26 22:29:09.112874
British Columbia,Senniyo Aesthetics International School of Canada Inc.,O19394452174,Richmond,,No,No,2023-04-26 22:29:09.112874
British Columbia,Simon Fraser University (SFU),O18781994282,"Burnaby, Surrey, Vancouver",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,SkyQuest Aviation Ltd.,O19396094731,Langley,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Sprott Shaw College,O19278865162,"Abbotsford, Burnaby, Chilliwack, Kamloops, Kelowna, Maple Ridge, Nanaimo, New Westminster, Osoyoos, Penticton, Richmond, Surrey, Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,Sprott Shaw Language College,O19283917732,"Surrey, Vancouver, Victoria",,No,No,2023-04-26 22:29:09.112874
British Columbia,St. George International College,O19352161652,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,St. Giles Vancouver,O19395299510,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,St. Mark’s College,O144740585612,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Stenberg College,O19283910772,"Duncan, Kamloops, Surrey, Vernon",,No,No,2023-04-26 22:29:09.112874
British Columbia,Sterling College,O19279828772,"Surrey, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,Summit Pacific College,O19330780272,Abbotsford,,No,No,2023-04-26 22:29:09.112874
British Columbia,Tamwood Careers,O19361007342,"Vancouver, Whistler",,No,No,2023-04-26 22:29:09.112874
British Columbia,Tamwood Language Centres,O19280516442,"Vancouver, Whistler",,No,No,2023-04-26 22:29:09.112874
British Columbia,Taylor Pro Training,O245272133587,Kelowna,,No,No,2023-04-26 22:29:09.112874
British Columbia,The Hair Art Academy,O243191415557,"Langley, Surrey",,No,No,2023-04-26 22:29:09.112874
British Columbia,The Institute of Holistic Nutrition,O19395639374,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Think Tank Training Centre,O19395299578,North Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Thompson Rivers University,O19395299610,"Kamloops, Williams Lake",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,Torchbearers Capernwray Canada Society,O19361274462,Thetis Island,,No,No,2023-04-26 22:29:09.112874
British Columbia,Trinity Western University,O19347055392,"Langley, Richmond",,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,Universal Learning Institute,O19283932472,"Richmond, Vancouver",,No,No,2023-04-26 22:29:09.112874
British Columbia,University Canada West,O19377235822,Vancouver,,Yes (details),With Limitations,2023-04-26 22:29:09.112874
British Columbia,University of British Columbia (UBC),O19330231062,"Kelowna, Vancouver",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,University of Northern British Columbia,O19283889692,"Fort St. John, Prince George, Quesnel, Terrace",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,University of Victoria,O19280533442,Victoria,,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,University of the Fraser Valley,O19395299642,"Abbotsford, Chilliwack, Hope, Mission",,Yes,Yes,2023-04-26 22:29:09.112874
British Columbia,VGC International College,O19386095472,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,VanWest College (Kelowna),O19395299852,Kelowna,,No,No,2023-04-26 22:29:09.112874
British Columbia,VanWest College (Vancouver),O19283891072,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Vancouver Academy of Dramatic Arts,O212566030007,Vancouver,,No,No,2023-04-26 22:29:09.112874
British Columbia,Vancouver Academy of Music,O19280560262,Vancouver,,No,No,2023-04-26 22:29:09.112874
